grain,size
367772,41
367776,4
367777,222
367778,2667
367779,23
367780,637
367791,60
367792,6731
367798,112
367799,22
367800,1
367802,1
367807,5
367813,2449
367817,2095
367820,14
367824,1340
367832,1092
367833,84
367835,1
367836,2
367837,3
367839,44
367843,1
367847,11
367848,49
367850,65
367851,1793
367854,789
367863,75
367864,18
367868,4
367871,1
367872,255
367878,1
367881,4
367886,18
367888,2
367889,37
367892,56
367894,4375
367896,43
367898,63
367900,3
367904,44
367905,1
367909,4
367910,75
367914,2511
367917,14
367926,427
367929,42
367931,423
367936,66
367942,94
367943,1875
367946,2
367949,154
367954,9
367958,395
367959,18
367960,29
367962,14
367964,6
367966,1
367968,11
367973,2
367974,2
367975,172
367979,17
367981,2
367983,2
367984,1
367985,28
367987,48
367988,77
367989,873
367990,1
367993,1108
367996,149
367998,6
368000,317
368002,275
368003,1
368004,330
368006,4
368008,13
368017,2
368018,654
368020,1
368021,824
368022,4
368024,3
368030,47
368033,28
368034,27
368037,7
368039,2
368042,96
368044,281
368048,6
368050,1
368051,673
368052,21
368056,4
368057,257
368058,38
368059,56
368064,5137
368065,482
368066,65
368067,3095
368068,540
368071,126
368074,3
368077,10
368078,71
368079,1
368080,4
368082,1302
368083,3110
368084,1
368087,101
368088,74
368090,110
368094,6
368099,3
368105,4
368106,1
368113,2650
368114,2
368116,7
368118,15
368119,9
368120,5
368121,42
368122,1
368125,24
368126,273
368128,4
368131,39
368134,9
368138,1
368140,193
368141,1
368143,2
368147,485
368148,30
368150,1
368152,288
368154,568
368158,211
368159,452
368162,11
368168,6
368169,1154
368170,309
368171,6
368172,115
368173,830
368174,500
368177,55
368183,69
368188,41
368189,6
368194,357
368195,227
368196,2089
368197,256
368198,2
368201,355
368207,13
368214,97
368217,61
368219,5
368224,438
368225,22
368230,1
368232,35
368233,2
368235,288
368239,2313
368241,1
368242,4630
368245,942
368248,1
368249,119
368250,814
368252,38
368255,2212
368256,119
368257,21
368258,19
368263,126
368265,2304
368268,59
368270,9
368275,1
368276,1140
368277,113
368278,287
368281,11
368283,4
368285,158
368286,2
368287,3
368289,5
368293,1
368295,3
368298,633
368299,63
368302,4
368303,3542
368304,351
368305,8
368308,19
368309,2
368311,2
368314,1796
368316,3
368322,1
368324,78
368327,2587
368328,582
368329,4
368331,448
368332,6
368333,34
368337,1
368338,1
368339,72
368340,28
368349,25
368351,15
368352,4
368353,29
368354,6
368357,10
368358,68
368359,42
368360,121
368362,952
368363,29
368368,16
368372,807
368373,3
368375,187
368377,20
368378,128
368379,64
368380,1455
368381,60
368382,3
368384,21
368387,394
368388,2
368389,81
368390,1254
368391,1
368392,11
368394,2
368395,14
368398,33
368400,54
368402,11
368404,50
368405,8
368407,14
368409,17
368414,1
368417,2
368418,88
368419,1
368421,629
368428,1
368429,1
368431,194
368448,1477
368450,7773
368451,683
368453,1646
368454,1
368458,2734
368461,706
368464,589
368466,5
368468,9
368469,452
368470,59
368473,3
368474,143
368475,1406
368478,1
368482,2
368490,106
368495,152
368496,12
368498,1
368499,2
368500,3
368501,34
368504,547
368507,48
368508,5
368510,133
368512,182
368513,1
368514,930
368515,1
368517,3962
368518,2
368520,1
368521,2
368523,326
368524,2
368525,1
368528,91
368534,5
368535,2
368536,62
368538,61
368546,6
368549,81
368550,2
368552,34
368553,1
368554,1
368555,12
368561,6
368562,3
368565,4
368567,346
368569,2
368570,2
368574,2
368575,1116
368579,40
368582,11
368584,21
368586,10
368588,26
368593,5
368594,1
368595,6
368601,2
368603,1192
368605,1032
368607,50
368609,1562
368610,1
368611,880
368614,338
368617,528
368618,29
368621,5
368622,1
368623,3
368626,1353
368629,74
368630,7
368633,6
368634,13
368636,1
368637,665
368639,5
368640,170
368643,1
368647,1
368648,2
368650,19
368652,22
368653,30
368655,4
368660,1
368662,5397
368663,31
368667,21
368669,344
368672,5
368673,1
368675,400
368676,22
368677,1
368678,3
368681,236
368682,37
368683,1879
368684,11
368686,4362
368687,532
368691,106
368692,716
368693,4
368696,1
368700,1
368709,1
368710,18
368714,8940
368717,9
368722,1
368723,78
368728,6
368729,6
368730,2
368732,693
368734,21
368735,121
368737,631
368738,11
368741,16
368742,83
368744,199
368745,1
368748,7
368749,1
368754,2
368755,932
368756,77
368757,565
368758,55
368765,173
368772,9
368774,13
368776,1012
368779,1742
368780,2373
368787,2
368793,108
368803,222
368805,18
368806,3
368807,23
368808,142
368811,3
368812,297
368814,238
368819,91
368822,509
368827,16
368829,45
368835,1
368839,18
368843,1
368847,8
368848,3
368849,1757
368853,158
368855,1
368856,5
368860,17
368861,57
368862,458
368863,514
368864,27
368872,2
368873,3
368875,1
368876,1165
368877,947
368881,9
368884,730
368892,957
368895,1
368897,4694
368900,2308
368901,617
368907,7
368908,180
368910,3
368911,8
368912,1
368915,20
368917,222
368921,2
368922,152
368923,4
368925,1
368931,23
368932,2171
368935,5
368937,705
368940,11
368942,109
368947,1967
368950,424
368951,1013
368954,36
368956,3
368957,2015
368959,1009
368960,1486
368963,196
368966,9
368968,106
368973,18
368974,72
368975,84
368978,4
368979,4
368984,8
368986,1026
368989,205
368990,528
368991,562
368992,421
368993,81
368997,1162
368999,241
369001,29
369002,555
369003,2
369004,43
369005,198
369006,81
369010,1753
369011,2
369012,81
369015,158
369017,673
369021,1
369022,1
369024,7
369025,285
369027,6
369034,59
369038,516
369040,2
369041,2
369045,364
369049,933
369051,940
369053,545
369055,1788
369059,174
369061,4
369062,3
369063,33
369066,1
369069,7
369073,16
369074,68
369076,9
369077,244
369080,520
369083,522
369084,6
369086,572
369087,32
369089,14
369095,4
369099,11963
369100,10
369102,876
369103,15
369104,189
369106,1
369109,7
369110,34
369111,18
369112,390
369113,6
369115,59
369118,18
369120,359
369121,520
369124,40
369125,12
369129,22
369130,2
369131,41
369132,61
369134,678
369136,182
369138,397
369140,267
369143,1
369144,2394
369146,7
369150,6
369151,47
369153,399
369155,602
369160,320
369161,3
369162,188
369164,158
369165,448
369167,1035
369169,51
369173,22
369174,33
369175,3
369179,48
369180,390
369181,1
369184,505
369186,1264
369188,2
369191,66
369198,307
369200,236
369201,1496
369202,10
369203,4
369205,22
369206,7
369208,4
369211,10
369217,24
369218,1
369219,58
369220,8
369223,7
369228,164
369229,1
369230,2
369233,245
369234,135
369237,1789
369239,40
369241,1
369245,5
369246,5
369247,3
369248,184
369250,68
369252,13
369255,94
369257,145
369259,1
369265,1
369266,117
369271,50
369273,3
369274,8
369276,28
369280,2
369287,16
369288,1409
369289,273
369291,11
369296,2
369298,36
369301,35
369303,1
369304,471
369306,17
369307,456
369308,4
369309,38
369311,203
369313,2
369317,1226
369318,2
369320,8
369322,787
369328,5
369335,1077
369336,2
369338,1019
369341,16
369346,5
369352,1808
369353,33
369355,12
369356,152
369358,4
369359,2
369362,5
369363,18
369367,2
369368,4
369375,21
369376,352
369378,1
369381,23
369384,3
369387,6
369389,110
369391,284
369394,23
369396,1899
369397,511
369399,1
369401,84
369402,3
369404,3730
369406,395
369407,1
369410,1127
369411,298
369413,3
369416,7
369418,3
369420,2
369421,16
369422,73
369423,1
369425,4
369426,19
369428,12
369429,3
369430,95
369431,22
369432,20
369433,2391
369436,72
369437,119
369439,1443
369448,2146
369450,62
369451,3
369452,1501
369453,1
369454,7
369455,5
369457,2
369458,91
369467,37
369469,175
369470,7
369471,36
369472,54
369476,1885
369477,4
369480,117
369481,443
369482,10
369483,3
369485,3
369487,121
369488,10
369490,24
369492,1
369497,661
369498,2
369499,979
369500,15
369503,3
369504,1
369507,130
369509,11
369511,9
369514,59
369516,23
369517,1
369518,24
369522,4059
369524,74
369530,22
369531,11
369532,35
369534,1744
369538,463
369540,108
369541,1520
369543,2
369544,25
369547,8
369548,302
369555,6
369557,2
369558,1520
369560,28
369562,5
369563,8
369570,5
369573,436
369574,7
369577,2
369578,1
369583,769
369586,1167
369590,1569
369591,18
369593,854
369596,176
369598,18
369599,6
369600,119
369603,134
369604,251
369605,2
369610,7
369613,41
369616,1948
369617,3257
369618,365
369619,1
369620,756
369621,3
369622,1
369623,1089
369632,22
369645,1
369649,3016
369650,1
369656,81
369657,10
369664,300
369666,65
369667,1
369671,2
369672,11
369674,17
369677,24
369678,48
369679,519
369681,14
369684,57
369686,4
369691,48
369692,2263
369694,140
369699,5
369700,3
369701,2
369703,705
369704,1
369705,18
369711,5
369714,142
369720,87
369721,1
369722,1603
369725,236
369726,3
369730,7524
369732,5
369733,437
369736,47
369738,183
369741,18
369742,37
369745,98
369746,8
369748,2
369749,10
369759,97
369761,1
369762,35
369764,1
369765,1
369768,662
369770,7
369773,15
369774,2711
369775,1
369779,2
369785,1890
369786,6
369787,1
369795,3331
369796,412
369799,32
369801,3
369803,39
369806,57
369808,43
369809,7
369811,101
369813,1543
369814,3
369818,71
369820,22
369821,111
369825,70
369829,1
369831,170
369832,37
369833,1289
369835,1
369837,90
369839,70
369847,1256
369852,2
369856,71
369862,6
369863,1
369864,5
369868,27
369872,199
369873,1
369876,1
369877,2
369878,124
369879,1
369882,3084
369883,2
369884,275
369894,1
369895,55
369899,1215
369900,11
369901,5
369903,9
369906,382
369907,1083
369908,10
369910,67
369912,1366
369913,1329
369915,1
369917,25
369924,100
369925,6
369926,540
369928,42
369929,10
369930,43
369931,29
369933,620
369934,2
369935,229
369937,76
369939,6
369941,13
369942,1
369943,25
369944,685
369949,11
369958,11
369961,265
369962,4
369965,179
369966,4
369968,8
369969,1
369973,2
369975,1007
369976,9
369979,5
369980,19
369982,11
369983,7686
369985,1
369989,2
369991,2
369992,3
369994,560
369997,9
369999,20
370000,321
370002,2718
370004,5
370011,2215
370012,6
370014,11
370015,33
370016,58
370017,63
370019,8
370021,1096
370024,8
370027,2
370032,127
370033,332
370034,115
370038,3
370039,7
370040,519
370041,151
370050,10
370051,4
370054,5
370057,26
370058,118
370062,24
370063,2
370064,3
370068,2415
370069,1
370076,77
370077,1
370079,62
370080,48
370082,4
370083,182
370084,303
370085,718
370087,45
370088,4
370092,2112
370095,1469
370096,138
370098,2
370101,22
370102,1
370104,431
370107,12
370108,163
370112,691
370113,897
370118,21
370124,15
370132,700
370136,12
370137,1
370139,325
370142,190
370144,638
370146,2
370147,1256
370150,4803
370152,109
370153,75
370158,19
370159,225
370160,2
370162,738
370166,76
370169,24
370173,17
370176,83
370178,252
370180,87
370182,17
370183,108
370186,50
370190,37
370191,216
370199,2935
370204,1
370207,583
370210,1
370211,95
370214,12
370216,22
370218,33
370219,2
370220,3
370222,26
370225,2
370226,16
370229,49
370230,7
370234,8
370236,37
370238,707
370240,7
370241,3
370242,4
370243,521
370246,6
370248,15
370249,1
370251,1
370254,47
370262,1750
370263,15
370265,157
370266,2134
370273,26
370275,3
370276,2
370277,45
370279,161
370280,4
370283,325
370284,2
370286,1805
370288,5
370293,23
370294,3
370295,2349
370296,101
370297,32
370307,2071
370310,943
370312,8
370316,24
370319,1
370320,2
370322,44
370324,14
370327,1
370328,57
370329,5
370330,10
370331,233
370332,213
370333,197
370336,1595
370338,15
370339,61
370341,1161
370343,3992
370351,126
370353,1
370355,403
370359,2
370360,151
370361,5
370362,4
370364,7
370365,1496
370367,797
370374,4
370375,1097
370378,3
370385,18
370387,1
370392,32
370397,237
370398,1
370400,2
370401,2124
370402,1
370404,89
370405,151
370406,3
370408,2
370409,287
370413,55
370415,8
370420,1
370421,5
370426,1
370429,2282
370433,249
370437,130
370438,2
370440,2
370443,454
370449,5
370450,1160
370459,2430
370460,51
370461,330
370462,1
370465,45
370467,2
370468,8
370469,3
370471,32
370472,973
370474,1
370477,4043
370478,2
370479,1
370480,11
370481,24
370482,7
370483,1
370484,2
370486,5
370488,164
370489,7
370490,7
370492,40
370493,122
370494,12
370495,2
370497,79
370501,76
370502,5
370505,74
370506,4205
370509,4
370514,17
370521,3
370523,59
370527,311
370530,610
370533,3235
370534,8
370536,3
370537,8
370538,1
370541,10
370543,103
370544,207
370547,94
370551,14
370552,944
370553,9
370555,211
370558,347
370559,6
370563,549
370564,1
370566,4
370567,1
370568,106
370570,76
370573,358
370574,1
370578,11
370579,1
370585,1
370588,1
370589,82
370590,208
370591,84
370592,15
370596,2265
370601,5107
370603,137
370604,4
370605,3
370606,33
370607,1
370608,4
370609,2515
370611,300
370614,4
370617,16
370618,39
370619,3
370623,125
370624,33
370625,726
370627,9
370628,24
370629,26
370632,17
370633,17
370635,376
370638,14
370641,3
370643,1
370647,2
370649,1546
370650,1
370656,1
370662,14
370666,249
370667,140
370668,8
370669,2
370670,49
370674,1
370676,45
370678,1290
370684,1002
370685,1116
370688,3
370689,52
370690,716
370693,4711
370696,265
370697,330
370698,36
370699,24
370701,477
370706,25
370711,40
370712,9
370714,1503
370715,1822
370716,1
370720,3
370721,1861
370723,2
370724,19
370726,6
370727,2
370728,308
370729,6
370731,2
370733,8
370734,1
370735,44
370736,207
370737,296
370738,1
370739,10
370742,16
370743,304
370747,825
370748,33
370752,2
370753,27
370760,137
370763,272
370767,1
370768,13
370769,4
370771,13
370772,2
370773,199
370776,3
370779,2
370781,1
370782,6
370787,59
370789,1
370790,30
370795,2227
370798,1
370799,50
370800,19
370803,21
370805,194
370806,16
370807,17
370808,57
370810,361
370815,1
370816,15
370817,1
370818,88
370819,2
370821,13
370823,198
370825,1
370829,13
370834,297
370839,8
370840,1
370841,2136
370843,89
370847,205
370848,1462
370849,1
370851,7
370853,6
370855,258
370856,17
370860,2790
370861,1
370862,2
370869,11
370870,217
370871,8
370872,39
370873,2363
370874,1681
370877,12
370878,25
370879,1
370882,7
370883,5543
370884,28
370886,71
370889,4
370890,215
370892,14
370895,83
370896,154
370899,3
370900,14
370904,71
370905,2
370907,561
370908,2937
370909,2
370914,4
370917,10
370925,3
370926,1
370927,22
370929,5
370930,3
370931,3
370935,337
370939,318
370943,1631
370944,5
370945,5
370946,5
370950,1215
370951,1964
370953,33
370954,123
370956,27
370959,964
370963,2
370964,145
370965,15
370969,3278
370970,5
370971,296
370973,133
370975,68
370977,56
370979,17
370981,6
370985,1
370986,2
370990,212
370991,25
370992,1868
370994,7
370997,21
370999,2
371002,584
371003,1
371010,671
371024,890
371025,14
371026,762
371027,353
371032,251
371035,1089
371039,40
371040,6
371041,4
371043,1
371044,48
371046,323
371049,388
371052,2
371053,24
371054,64
371055,1
371056,356
371059,878
371061,282
371063,278
371064,3994
371065,2
371068,4
371069,104
371074,55
371079,7
371082,12
371084,36
371086,943
371087,3
371090,4
371093,4
371096,16
371097,602
371099,248
371101,46
371106,631
371107,63
371112,34
371115,52
371116,845
371117,100
371120,2568
371121,12
371122,309
371123,1184
371124,1
371126,1
371129,18
371130,2
371131,7
371132,9
371135,6
371138,1
371140,55
371146,800
371149,13
371154,52
371155,226
371158,153
371162,3
371163,304
371165,170
371167,64
371170,1
371173,1
371175,6
371179,7
371180,687
371181,460
371183,1
371184,5
371187,430
371190,10
371192,1
371195,3
371196,353
371198,107
371199,1
371200,189
371201,837
371203,156
371207,460
371209,89
371210,1011
371214,55
371218,223
371219,21
371220,196
371222,616
371224,1753
371225,8
371226,1296
371227,148
371228,642
371230,7
371232,1023
371235,1
371238,4
371239,1542
371242,522
371243,1
371246,18
371251,5
371253,644
371257,22
371260,2
371262,288
371264,56
371266,14
371270,1
371273,308
371275,104
371278,1584
371280,649
371287,3975
371288,513
371293,1
371294,50
371299,77
371300,21
371304,3900
371308,1602
371309,62
371313,7
371314,252
371315,1069
371318,1
371319,74
371320,482
371325,809
371326,6
371332,1
371335,317
371337,3
371340,721
371344,134
371346,681
371347,1
371350,592
371351,4
371352,543
371354,6
371355,18
371356,1
371358,23
371360,44
371362,32
371364,5
371366,2
371367,2
371368,17
371369,21
371374,644
371375,863
371380,3741
371381,75
371384,54
371385,24
371386,26
371387,546
371388,1
371390,1
371392,170
371393,1
371395,140
371396,1179
371397,367
371399,38
371400,3
371401,98
371403,413
371404,7
371405,26
371406,19
371407,1
371409,87
371410,109
371412,7
371413,6
371416,869
371418,925
371419,13
371426,607
371429,1
371436,122
371437,1092
371439,4
371441,24
371442,4
371443,5
371445,3
371446,11
371448,3
371451,1
371453,5
371455,404
371457,1
371463,3
371466,3971
371469,98
371470,273
371474,141
371479,1
371483,468
371484,50
371486,19
371488,832
371494,2
371497,948
371499,5
371502,1
371503,268
371508,4
371509,1178
371510,1
371517,43
371518,21
371522,233
371524,370
371527,330
371529,19
371531,3
371532,1
371535,55
371537,2132
371538,2440
371539,27
371541,5
371543,52
371545,2
371546,622
371547,24
371548,102
371549,5
371551,310
371553,108
371554,9
371558,1
371560,4
371562,1
371564,44
371565,478
371566,1
371569,2412
371574,1107
371576,18
371577,2
371579,5
371581,177
371583,25
371585,3
371586,2
371587,5320
371589,2
371593,1
371594,41
371595,556
371598,1
371603,2
371606,89
371608,4
371609,3
371610,120
371611,3
371614,22
371615,1
371617,6
371618,7
371621,7029
371622,2
371627,156
371628,6
371629,1757
371630,13
371633,16
371637,581
371638,2
371640,3
371641,177
371643,75
371644,2
371648,590
371649,5
371650,4
371651,152
371657,1553
371658,6
371659,7
371662,7
371663,288
371665,54
371668,5
371672,34
371674,151
371675,19
371677,177
371679,2
371680,2
371683,105
371684,69
371685,2012
371686,1
371688,159
371690,133
371692,394
371693,2
371694,33
371698,41
371700,1555
371704,4
371706,204
371707,931
371709,31
371710,10
371711,9
371715,2
371716,28
371717,3
371718,1
371719,45
371724,86
371725,24
371727,11
371728,871
371729,10
371731,410
371732,2
371735,1
371736,5129
371737,3
371739,4
371740,1
371742,826
371744,21
371745,2
371751,106
371752,573
371754,5
371755,1
371756,2
371758,5
371760,503
371761,120
371762,47
371765,59
371767,7
371768,53
371769,3
371774,1
371775,2192
371780,160
371782,20
371783,409
371784,1041
371786,743
371787,309
371789,1
371790,11
371794,125
371795,36
371796,2
371799,58
371800,1073
371802,2
371804,63
371805,2
371807,31
371808,6
371819,25
371821,1140
371824,4
371825,12
371826,162
371828,11
371831,2
371835,16
371837,3926
371838,3510
371842,38
371849,1010
371851,403
371853,11
371854,186
371856,114
371859,143
371860,253
371863,1
371871,313
371874,655
371875,1618
371876,37
371878,11
371879,1
371881,1348
371883,1
371888,1
371896,496
371897,58
371900,52
371901,3
371904,158
371905,1
371906,517
371909,2
371911,247
371913,48
371916,645
371917,602
371918,16
371919,61
371920,182
371922,201
371924,2
371933,4
371934,2
371935,49
371937,397
371943,192
371944,5
371947,516
371948,382
371950,56
371952,1
371953,4325
371955,9
371956,70
371958,7
371964,2648
371965,383
371967,17
371972,213
371974,103
371977,1
371980,1218
371986,20
371988,1
371990,2
371992,538
371993,7
371996,31
372000,48
372002,20
372005,22
372007,254
372010,1523
372011,1
372012,157
372016,206
372019,5
372020,1
372025,104
372028,818
372033,4
372035,4
372036,622
372039,1123
372043,97
372046,29
372051,1674
372053,1
372058,5
372060,187
372061,229
372063,1
372066,116
372068,35
372069,635
372072,13
372074,104
372076,225
372078,1
372082,47
372084,56
372085,1
372086,195
372088,4
372100,15
372102,227
372103,394
372106,2
372107,1533
372108,3644
372110,3
372111,15
372113,77
372117,79
372118,208
372123,1257
372127,30
372128,2
372134,22
372135,17
372138,3
372140,37
372142,2087
372145,7
372148,45
372149,4125
372152,1
372155,101
372157,85
372161,266
372163,600
372164,2
372166,1
372168,2
372172,35
372173,1585
372175,490
372176,351
372178,260
372179,92
372180,1
372185,1844
372186,1
372189,248
372195,34
372199,1736
372201,1
372203,379
372206,4
372207,3
372210,1
372213,1507
372214,1153
372216,3502
372217,5
372218,266
372220,809
372228,28
372230,2
372232,196
372234,733
372235,11
372243,3
372244,12
372247,59
372248,33
372250,8
372251,3
372256,24
372259,254
372263,56
372265,258
372268,8
372272,11
372273,4
372275,46
372276,5958
372277,8
372280,1
372282,76
372284,14
372288,12
372289,9
372293,3
372294,28
372295,10
372296,1
372299,4
372301,1
372302,709
372305,126
372310,1
372311,1
372312,260
372315,11
372317,1586
372318,21
372321,39
372325,331
372327,638
372330,1
372331,1
372332,3967
372334,166
372335,5
372338,726
372339,265
372340,65
372344,320
372345,2
372349,673
372350,56
372351,14
372353,1
372354,22
372356,109
372358,35
372359,8
372360,137
372361,1
372363,4
372366,558
372369,5
372372,1
372373,3144
372383,6
372385,652
372386,84
372389,14
372390,1670
372392,1
372394,5
372395,1
372396,291
372399,24
372402,50
372403,18
372404,75
372405,40
372407,1445
372408,38
372409,1
372410,244
372411,97
372413,3
372414,156
372416,4
372417,5
372419,19
372420,72
372421,76
372422,1
372423,192
372425,2
372428,9
372431,26
372432,401
372433,2
372434,13
372436,10
372441,311
372443,2
372445,6
372448,3
372450,4
372453,26
372455,68
372460,131
372461,242
372462,42
372465,2
372466,3750
372467,412
372468,81
372470,44
372476,60
372477,1
372478,1
372479,6
372483,22
372484,149
372485,5
372489,813
372490,27
372493,107
372496,1
372497,1159
372499,364
372501,1
372503,1
372504,859
372505,56
372508,16
372514,30
372515,402
372517,2
372519,1
372523,453
372526,42
372530,3
372531,3
372536,3016
372539,1703
372542,61
372544,4
372549,51
372552,3
372555,1
372556,628
372560,1073
372563,75
372564,6
372565,1
372567,4
372568,2
372569,538
372570,42
372579,2
372580,44
372582,1
372586,15
372587,841
372589,14
372590,2844
372591,2380
372594,2071
372596,46
372597,24
372599,1449
372602,36
372606,7
372609,1
372614,109
372616,876
372618,462
372619,6
372621,67
372622,4
372623,852
372624,1
372630,625
372632,6
372634,1
372635,5
372637,53
372639,1501
372641,1468
372645,218
372648,2
372649,67
372650,4934
372653,899
372654,922
372658,24
372659,14
372660,17
372661,29
372662,3104
372663,1
372664,94
372665,428
372666,15
372669,8
372670,21
372673,57
372674,11
372675,17
372676,191
372679,13
372684,3
372686,78
372689,28
372690,55
372693,129
372694,1
372696,34
372697,5
372698,17
372699,131
372700,312
372701,710
372707,79
372712,2
372713,59
372716,115
372723,3391
372724,111
372726,3
372729,9
372730,335
372731,18
372734,1
372735,564
372736,1683
372737,64
372740,1
372741,540
372742,3
372747,521
372749,13
372754,76
372758,767
372759,5
372760,227
372761,7
372762,100
372764,493
372768,8
372769,1
372775,4
372776,4
372778,4
372780,1
372783,2
372784,2574
372785,285
372786,2
372792,213
372793,519
372794,290
372797,617
372799,9
372800,2
372803,7
372804,247
372805,191
372806,2
372807,75
372808,152
372813,5
372814,112
372815,1907
372816,2
372817,1
372818,1
372819,444
372820,31
372821,1572
372823,142
372824,9
372825,1
372827,21
372833,521
372834,1
372837,71
372838,330
372840,3
372846,29
372850,443
372852,3
372853,6
372861,19
372862,738
372865,17
372866,14
372868,117
372873,1
372874,186
372876,23
372878,25
372880,2
372881,3
372882,1275
372883,2
372884,3
372885,1373
372886,17
372890,22
372891,175
372892,31
372897,102
372903,868
372907,3
372908,3
372911,1248
372912,1
372913,70
372917,1
372918,5127
372919,8
372920,6
372921,2
372924,31
372925,1
372928,79
372929,840
372930,16
372936,80
372939,2518
372940,287
372941,778
372942,19
372946,1
372948,33
372949,2
372950,26
372952,1
372955,719
372960,20
372961,2398
372962,2
372964,25
372965,1
372966,59
372968,26
372971,716
372972,369
372973,21
372975,282
372978,39
372980,8
372981,1
372982,277
372983,21
372985,242
372987,4489
372988,19
372989,1
372991,19
372993,390
372996,480
372997,111
372998,311
373000,2
373002,885
373005,122
373007,3
373011,19
373012,2
373014,352
373016,1
373018,172
373023,42
373024,100
373031,1
373032,3
373035,1
373036,410
373037,2520
373038,3
373040,2622
373042,5
373045,24
373046,191
373049,165
373051,3
373052,285
373055,3492
373056,4
373057,4
373058,4
373059,14
373061,1086
373067,12
373069,195
373070,2270
373072,10
373074,73
373075,1
373078,49
373082,329
373083,22
373087,6
373090,2
373091,78
373094,3562
373099,457
373101,16
373104,2
373106,4
373108,5
373113,10
373114,1311
373116,4
373117,356
373118,313
373120,3
373122,1279
373123,416
373124,81
373125,31
373127,95
373129,248
373130,148
373134,4
373137,1
373140,208
373142,7
373148,1
373152,22
373153,2
373154,331
373156,944
373157,6
373160,714
373161,3
373162,42
373165,7
373166,47
373169,22
373170,396
373177,24
373180,2
373183,1
373184,1152
373187,401
373188,1
373189,812
373190,105
373191,993
373194,7
373195,6
373202,1
373203,730
373204,3
373206,203
373207,1243
373208,8
373213,21
373218,2
373219,23
373220,3
373221,47
373222,829
373223,4
373225,1880
373230,2
373234,55
373238,8
373239,64
373240,117
373244,403
373246,1
373247,19
373249,8
373250,350
373252,772
373257,207
373260,1
373264,678
373265,6
373267,1
373268,6
373269,30
373272,43
373273,2
373276,1381
373278,1
373279,43
373280,107
373281,4
373283,1
373286,1
373287,13
373290,1302
373293,8
373294,53
373295,1
373296,1
373298,77
373300,1
373303,830
373304,167
373306,11
373310,1
373313,1
373314,1
373316,1660
373320,202
373322,1
373328,1
373329,200
373332,21
373333,105
373335,4
373336,3
373341,1
373342,74
373345,61
373346,11
373347,1
373352,7626
373357,84
373360,1
373362,2
373363,23
373365,109
373367,130
373369,186
373370,23
373371,1
373382,4390
373385,786
373387,11
373390,3
373392,325
373394,37
373395,25
373397,486
373398,6453
373403,1
373404,1292
373407,10
373408,4
373410,5
373411,2
373413,876
373416,4
373419,1
373420,16
373422,25
373423,534
373425,1
373426,1
373427,11
373428,338
373430,17
373433,15
373435,4
373439,31
373440,14
373441,3
373443,12
373447,1
373449,2
373450,10
373451,204
373453,524
373460,2
373461,405
373462,4
373466,59
373467,900
373468,1446
373470,2
373477,11
373479,34
373480,534
373481,44
373482,676
373483,6
373485,4
373486,2
373488,11
373489,4
373491,2265
373492,11
373493,411
373494,74
373496,1
373498,77
373501,3
373502,8
373503,1
373505,55
373510,156
373512,47
373513,269
373514,84
373516,274
373517,1
373518,6
373521,1085
373522,73
373527,18
373531,129
373533,5
373534,555
373535,1
373538,93
373539,47
373540,41
373544,70
373545,2145
373546,754
373551,4
373552,4
373553,21
373554,22
373555,1
373556,4852
373557,237
373559,10
373561,227
373562,7
373563,143
373564,16
373565,522
373568,13
373570,6
373573,77
373575,6
373576,443
373578,25
373581,36
373583,2
373584,618
373590,1292
373591,1
373592,91
373593,1
373596,2
373597,6
373598,21
373606,59
373608,2
373612,2206
373617,4
373618,2
373622,222
373624,1331
373627,8
373629,517
373631,1
373634,3
373638,1
373639,189
373645,21
373646,3
373647,41
373648,66
373650,4
373653,1
373656,157
373658,7
373660,8
373661,3
373664,3
373666,7
373676,63
373678,1
373679,311
373682,195
373690,12
373693,68
373697,3233
373699,59
373701,20
373702,1001
373704,1479
373705,1
373706,17
373709,134
373710,1
373713,524
373714,5
373723,60
373724,3
373725,24
373727,4
373733,580
373734,16
373735,9
373737,43
373738,4
373739,1731
373742,42
373743,4729
373744,2
373749,1
373751,7
373752,86
373760,102
373765,427
373766,32
373768,8
373770,1103
373771,277
373773,7
373779,1
373782,24
373783,1
373785,1483
373787,127
373788,2028
373790,12
373794,63
373795,1
373799,2
373800,5915
373802,2
373804,14
373807,26
373813,3
373816,39
373817,59
373818,340
373820,3
373823,8
373824,1
373827,2
373831,1
373835,33
373836,38
373840,36
373841,2
373842,1
373844,137
373845,1
373848,4
373849,979
373850,1
373851,134
373854,1
373855,951
373856,42
373858,2
373860,409
373863,1
373865,28
373867,65
373874,31
373878,2
373882,5
373883,4
373889,381
373894,4637
373895,12
373896,1
373899,345
373900,2505
373902,1
373903,20
373904,4
373905,1
373906,9
373907,2
373909,1
373912,2
373914,14
373917,13
373919,10
373921,1
373922,16
373925,34
373931,62
373932,77
373933,333
373934,180
373935,913
373936,2
373937,159
373938,4
373942,53
373946,6
373949,703
373955,3587
373956,716
373957,58
373962,82
373964,120
373970,4
373971,169
373972,9
373977,32
373978,80
373980,92
373984,7
373986,2549
373989,4
373991,2807
373992,4
373995,430
373997,516
373998,135
373999,1
374003,2
374004,1
374005,131
374014,1423
374017,135
374018,254
374021,2
374022,1
374024,1569
374027,1
374031,743
374035,7
374036,305
