grain,size
305710,485
305711,6
305712,9
305717,1
305720,135
305721,364
305722,1
305724,20
305726,1
305733,2
305735,2
305736,720
305738,4
305740,271
305743,74
305746,1
305747,352
305750,4
305751,114
305752,469
305754,2
305755,340
305759,522
305765,41
305770,349
305771,30
305774,4420
305778,179
305779,752
305780,5
305781,23
305782,177
305785,298
305791,2
305792,2
305793,845
305797,72
305799,17
305801,1
305802,1690
305803,237
305810,318
305812,72
305815,43
305816,7602
305818,1
305819,107
305822,3
305824,8
305827,44
305828,21
305829,22
305831,3
305832,3
305833,39
305834,441
305836,1
305838,65
305842,2
305843,14
305845,1
305846,175
305847,1
305849,142
305850,16
305851,3
305856,24
305857,1830
305860,9
305862,332
305864,1776
305865,6
305866,261
305867,102
305868,4
305870,4
305872,111
305873,79
305875,4
305878,36
305885,6
305886,457
305889,19
305890,3
305891,330
305894,1
305895,122
305903,324
305904,35
305905,7
305907,816
305909,532
305910,35
305911,30
305915,1297
305917,707
305923,2
305926,518
305927,183
305928,12
305930,360
305931,507
305933,25
305934,1
305935,5
305937,3
305941,6
305942,51
305944,2
305947,1
305949,315
305951,1438
305952,104
305954,84
305961,33
305964,1
305965,1
305969,17
305974,4975
305977,648
305979,90
305980,954
305982,17
305987,1050
305990,9
305993,3
305996,7
305999,4
306000,21
306001,36
306002,146
306003,11
306004,284
306005,617
306007,260
306012,2
306013,18
306014,14
306015,103
306022,5
306023,15
306024,212
306025,858
306026,1912
306029,206
306033,1720
306035,399
306036,60
306037,54
306041,3
306042,2
306044,161
306045,206
306047,3
306048,794
306049,30
306051,16
306052,7
306053,603
306054,421
306057,1967
306059,123
306062,1240
306064,42
306065,248
306067,773
306068,9
306071,45
306077,48
306082,404
306083,14
306085,29
306087,198
306089,624
306093,827
306094,11
306095,5
306096,757
306097,61
306098,4
306099,3
306100,2
306102,319
306103,3
306105,5
306108,22
306109,2576
306112,1
306113,39
306115,128
306116,3
306118,3
306119,213
306120,69
306121,5
306122,358
306124,191
306125,4
306132,1410
306136,1891
306138,1699
306139,1
306142,6
306146,66
306148,37
306151,2
306153,1
306155,47
306156,4
306157,1
306160,6
306163,119
306165,1
306166,1
306167,477
306169,160
306174,4297
306175,211
306176,15
306179,4
306180,3
306183,904
306187,79
306188,10
306189,478
306195,2
306200,20
306201,18
306203,1
306204,2
306208,14
306211,915
306212,1
306213,49
306214,43
306218,1
306221,2
306222,1850
306223,1
306224,1
306225,2093
306226,8
306228,17
306230,1
306232,1210
306233,342
306235,4
306242,1
306243,1
306244,1
306245,301
306248,3027
306249,2
306251,16
306254,5
306261,32
306262,76
306266,386
306275,148
306276,82
306277,12
306278,700
306281,21
306282,172
306283,4
306286,120
306287,32
306288,856
306293,21
306297,7665
306300,21
306301,648
306309,912
306310,1
306311,28
306312,280
306314,2
306315,176
306317,14
306319,1
306320,7
306322,201
306323,105
306326,430
306327,1
306329,9
306331,491
306336,2
306338,1
306340,16
306341,8
306342,2
306344,1
306349,472
306351,4
306352,1
306354,441
306355,265
306358,2298
306359,13
306361,1
306362,46
306363,1706
306370,3
306371,165
306374,2
306376,382
306377,6
306380,12
306381,7
306385,1077
306386,19
306388,26
306390,51
306391,105
306395,186
306399,3
306400,36
306403,1
306405,1
306408,5
306410,1362
306415,1
306419,1
306420,2
306421,505
306423,311
306424,4
306425,3
306426,1
306428,2023
306433,112
306434,3507
306436,114
306437,43
306451,85
306454,5
306455,4
306458,1
306461,1087
306464,15
306465,5
306472,7
306473,417
306480,9
306481,8
306482,2201
306484,295
306494,11
306496,22
306497,4
306498,1
306500,1
306501,48
306502,1390
306506,61
306509,2645
306514,42
306519,278
306520,1321
306521,5
306525,97
306533,1
306534,1968
306535,69
306536,1
306537,16
306538,87
306539,310
306540,92
306543,445
306545,154
306546,1
306547,118
306549,213
306551,354
306553,2
306554,85
306556,3
306559,1
306561,2
306563,254
306565,74
306566,2716
306567,20
306571,73
306572,1832
306573,37
306574,6
306575,72
306577,92
306581,12
306582,266
306587,250
306589,3
306590,31
306591,2
306594,663
306597,305
306599,1690
306600,25
306603,2
306605,718
306606,2
306607,12
306609,36
306610,65
306613,114
306618,28
306619,918
306620,72
306622,37
306623,8
306627,21
306628,681
306629,89
306630,10
306631,1
306633,1499
306635,1338
306638,32
306639,1
306640,1429
306643,3
306646,1
306650,229
306652,1
306655,29
306658,39
306662,75
306667,594
306671,2
306674,216
306677,1
306678,406
306679,18
306684,109
306685,23
306686,510
306689,4
306690,1
306692,3
306693,6
306694,1
306695,2967
306699,1282
306701,370
306704,4
306705,2
306709,150
306711,2
306714,370
306718,5
306720,31
306721,10
306727,174
306729,408
306731,378
306736,20
306739,2
306740,165
306741,252
306746,15
306748,119
306750,17
306751,10
306752,1
306755,7
306756,12
306758,15
306765,37
306767,12
306768,21
306770,3242
306771,1
306773,103
306774,9
306777,6
306780,19
306784,66
306785,251
306788,40
306789,53
306791,763
306796,1
306798,1
306799,29
306803,4
306804,38
306809,423
306810,1
306812,118
306813,93
306814,4
306815,46
306816,26
306817,7
306818,1226
306821,1
306823,17
306826,2
306828,2
306832,1716
306833,4
306837,987
306838,1867
306840,21
306841,10
306845,34
306846,9233
306848,23
306850,1
306851,2651
306853,966
306858,1807
306859,2
306860,1
306863,117
306868,39
306869,3
306870,7
306871,1542
306878,2
306879,16
306881,3
306883,1852
306884,2
306885,1
306886,206
306888,17
306891,1
306892,22
306894,6
306896,2
306897,1
306899,7
306902,45
306903,2
306904,53
306905,1
306906,1
306907,2
306910,1789
306911,21
306912,500
306913,577
306917,285
306921,2
306922,5
306924,10
306925,1
306926,2
306927,180
306930,3
306933,1252
306938,5
306940,97
306942,297
306943,49
306944,133
306946,4
306949,7
306950,9
306953,264
306954,18
306956,1
306957,101
306961,1
306962,11
306965,5
306967,11
306968,1
306974,53
306980,580
306982,1
306986,2
306989,45
306991,175
306992,28
306995,661
306998,153
307001,7
307006,1
307010,81
307011,3
307013,747
307014,1024
307015,852
307016,2
307019,80
307022,6
307024,2
307027,1141
307029,339
307030,1
307031,85
307032,332
307035,2023
307036,36
307040,197
307047,256
307048,1
307049,824
307052,30
307055,324
307058,974
307061,4
307066,2
307071,10
307075,1
307076,14
307077,3349
307080,6
307082,5
307085,4358
307089,94
307093,3
307095,3755
307096,5
307098,3
307101,1612
307102,16
307103,5
307107,99
307113,496
307116,4
307118,458
307120,1454
307122,2285
307125,1
307126,29
307129,31
307130,69
307131,38
307137,95
307139,3876
307142,71
307144,252
307150,30
307153,3
307154,1
307155,1
307158,293
307160,1
307163,2
307164,100
307166,27
307168,6
307170,59
307175,11
307176,10
307178,47
307179,530
307180,1
307182,1
307183,1
307188,44
307196,25
307202,100
307203,337
307204,522
307205,19
307206,1
307208,9
307209,3
307211,1
307214,250
307218,268
307219,20
307220,9
307224,905
307225,51
307226,2289
307227,31
307231,1
307234,3548
307243,2
307244,38
307251,319
307252,6
307253,55
307254,2
307256,40
307258,91
307262,61
307265,1
307266,110
307268,5
307270,2
307273,2
307274,70
307280,1580
307288,13
307292,659
307293,72
307294,1
307296,183
307298,1
307299,1731
307303,2
307304,1
307305,3
307307,996
307309,15
307312,6
307314,41
307318,7
307320,6
307323,6
307328,1
307329,195
307330,697
307331,1356
307332,1
307333,4209
307334,303
307335,446
307336,201
307338,305
307339,628
307340,4322
307343,341
307344,3452
307346,48
307347,1
307348,752
307351,7
307353,1592
307355,9
307363,20
307364,144
307365,58
307366,5
307374,866
307377,633
307378,1
307379,3
307381,14
307392,129
307393,23
307400,835
307401,1
307403,77
307404,4
307406,257
307407,32
307409,46
307410,1
307412,7
307413,32
307419,1
307422,1
307431,40
307435,161
307437,1
307439,1
307441,1
307443,141
307444,1
307450,12
307453,1955
307454,35
307462,2543
307465,2
307466,10
307468,2
307472,980
307476,8
307477,2
307483,7
307488,5
307490,18
307492,2
307494,1
307497,5648
307499,253
307505,1
307506,3
307509,12
307510,7
307517,473
307518,3250
307521,162
307525,97
307529,1
307530,2
307533,5
307534,20
307536,89
307539,1674
307540,397
307543,3
307544,4430
307547,1
307549,2
307550,5
307551,1
307552,322
307554,943
307555,286
307557,1
307559,339
307561,9
307566,143
307567,7
307572,2
307574,19
307575,1262
307576,52
307578,553
307580,7
307582,4
307583,117
307584,16
307586,71
307591,39
307592,234
307596,9
307597,17
307601,12
307602,2
307604,531
307610,9
307611,191
307612,4
307621,71
307623,8
307625,1
307626,3
307627,2000
307629,54
307630,2247
307635,12
307637,2832
307639,37
307641,3
307643,1134
307647,637
307649,25
307650,2
307653,287
307655,6
307656,318
307658,28
307663,961
307664,284
307667,2
307668,2
307673,1126
307674,6
307676,1408
307677,20
307679,47
307680,2
307682,38
307685,259
307691,2
307697,339
307698,23
307699,1
307701,2
307703,3
307704,2
307707,6
307708,428
307714,1
307716,675
307718,2
307719,92
307721,169
307722,14
307729,5
307731,67
307732,7
307734,5
307735,3
307736,3
307737,30
307740,1
307742,236
307744,63
307745,100
307746,106
307747,851
307749,1
307751,65
307757,2401
307759,201
307760,1
307762,477
307764,13
307765,1025
307767,1
307769,1
307772,63
307774,1
307775,64
307776,1104
307780,1555
307782,2374
307788,3
307789,8
307790,332
307792,1
307793,15
307795,62
307799,1
307800,61
307801,92
307806,74
307808,144
307809,34
307812,1
307813,1
307814,202
307816,3
307818,60
307819,156
307823,2
307825,1997
307827,1309
307832,43
307833,838
307834,8
307835,322
307840,1332
307842,26
307846,2
307847,5
307848,8
307850,1682
307852,1
307854,2100
307857,2
307861,3003
307863,2
307865,2
307866,258
307869,1
307871,7
307874,43
307876,169
307878,18
307880,1555
307882,3
307885,168
307891,524
307894,230
307895,6
307896,2
307897,1
307900,12
307901,386
307902,8
307903,1043
307904,2
307905,1
307906,7
307908,1
307913,495
307914,1
307917,40
307918,1858
307923,2
307925,1
307926,1642
307928,1
307929,109
307934,77
307936,272
307938,767
307939,16
307943,1
307945,210
307949,51
307951,1
307952,1
307956,2738
307960,23
307961,1
307964,746
307965,8
307966,77
307967,9
307971,1
307974,152
307976,6
307978,5
307980,1769
307982,13
307983,5
307991,43
307992,5
307994,85
307995,195
307997,2021
308000,380
308001,24
308002,926
308003,8
308007,55
308012,1
308013,132
308014,15
308016,216
308017,10
308019,1
308020,4410
308022,359
308023,74
308024,1
308025,1
308026,26
308029,52
308039,214
308045,42
308046,359
308049,1
308050,67
308054,439
308055,79
308057,4819
308058,2
308063,6
308064,61
308067,48
308072,255
308074,45
308077,11
308081,51
308084,162
308087,1
308089,1
308092,55
308094,230
308097,199
308101,3
308104,13
308106,707
308107,313
308108,5
308109,2
308111,196
308115,1
308116,926
308119,901
308120,84
308126,273
308127,9
308128,3
308129,530
308130,452
308132,1
308133,14
308136,1
308138,19
308140,65
308141,1809
308142,80
308143,10
308147,407
308149,904
308150,7
308152,2
308153,7
308154,803
308156,9
308157,130
308158,1
308168,41
308173,91
308175,28
308176,1
308177,5
308180,320
308181,769
308187,269
308188,157
308189,9
308192,709
308193,60
308196,73
308197,9
308198,2
308200,13
308203,3
308205,1070
308207,180
308209,1707
308211,378
308212,175
308213,6
308215,1
308216,3
308221,1141
308223,1903
308224,1
308226,86
308230,8
308235,54
308236,4
308237,34
308240,337
308241,1
308242,37
308243,365
308244,46
308247,4
308249,140
308253,77
308254,1927
308256,1
308258,3
308260,6
308263,13
308264,5
308267,1
308268,270
308269,32
308271,5
308276,2
308277,42
308279,25
308280,5549
308285,180
308287,1
308289,20
308290,639
308291,2087
308292,1741
308295,15
308296,70
308298,2
308302,141
308303,13
308304,3
308311,2
308312,2
308313,62
308314,2
308315,4534
308316,5
308317,1
308318,67
308320,6
308321,1130
308325,65
308328,3274
308329,3
308330,1290
308331,2
308334,3
308336,8
308337,541
308343,9
308344,80
308346,1
308351,8
308352,701
308358,53
308359,3
308365,29
308366,369
308368,2
308370,12
308373,52
308375,565
308376,924
308378,1
308379,5281
308380,2
308381,288
308382,2074
308384,21
308385,1
308390,538
308393,1
308397,111
308399,21
308400,128
308402,4
308405,1
308406,3657
308409,7
308411,209
308413,1687
308419,1
308421,1
308422,10
308423,327
308424,5
308426,1
308427,3
308428,259
308430,117
308433,1
308436,38
308437,1
308438,15
308439,30
308441,1
308445,143
308454,76
308455,232
308456,327
308459,16
308460,3
308462,1
308466,32
308468,72
308470,120
308471,22
308474,1
308477,58
308479,71
308480,37
308481,1
308483,16
308485,1
308487,2
308492,768
308493,450
308494,120
308495,152
308496,358
308499,935
308500,36
308503,1
308504,6
308506,2
308507,2
308513,2
308515,70
308516,1
308517,10
308520,481
308524,3
308525,1
308529,2199
308531,11
308532,293
308533,144
308534,2
308535,3325
308537,2
308538,449
308539,1137
308541,1583
308542,513
308544,18
308545,44
308550,41
308551,3479
308553,1272
308554,2
308556,113
308557,153
308562,1339
308563,1220
308565,2
308568,31
308569,1
308570,3
308574,100
308576,114
308584,6
308585,20
308587,36
308590,14
308594,83
308595,1
308597,35
308599,6
308600,708
308601,221
308602,11
308606,266
308608,15
308612,5
308617,7
308619,226
308624,4
308625,752
308627,414
308628,513
308629,472
308631,5
308632,508
308634,4
308636,496
308639,70
308640,8
308641,2970
308643,2
308644,5
308645,1
308646,2
308648,6
308651,15
308652,3
308654,359
308655,17
308656,5
308660,118
308661,128
308669,36
308672,9
308678,19
308680,890
308681,920
308685,1
308689,52
308691,31
308692,2
308694,18
308698,5825
308699,24
308702,1
308705,17
