grain,size,duration,unique_sites,max_radius
64937,97,32,97,19
64938,530,84,466,36
64942,937,102,840,65
64943,1,1,1,0
64944,1,1,1,0
64945,141,40,141,21
64947,1,1,1,0
64948,36,17,36,7
64949,810,143,803,48
64953,1773,206,1012,37
64963,11,6,11,4
64965,90,25,90,15
64966,97,28,76,12
64967,3,2,3,1
64968,1,1,1,0
64969,20,8,20,6
64970,46,18,46,12
64972,48,17,48,13
64973,9,5,9,4
64976,26,12,26,8
64977,465,93,465,48
64980,1486,187,932,47
64982,812,80,613,45
64984,187,34,98,10
64986,15,9,15,8
64988,764,121,764,60
64991,1,1,1,0
64992,303,75,303,31
64999,29,14,29,11
65000,38,12,33,8
65004,1,1,1,0
65007,15,9,15,7
65008,224,53,224,24
65009,49,23,49,16
65010,2121,230,1444,49
65011,156,37,125,14
65015,6,4,6,3
65016,839,100,839,49
65020,1,1,1,0
65025,17,13,17,6
65026,114,24,109,20
65028,1,1,1,0
65032,725,85,639,42
65035,19,10,19,8
65037,82,22,82,15
65038,5,4,5,3
65039,320,67,320,36
65041,1,1,1,0
65042,1,1,1,0
65044,1120,121,775,51
65046,9,7,9,4
65047,74,18,49,10
65050,2,2,2,1
65053,1,1,1,0
65055,89,16,63,9
65057,1148,95,667,38
65058,64,19,60,14
65061,630,93,472,46
65063,396,89,396,33
65065,23,7,18,4
65066,3,2,3,1
65067,116,27,102,14
65069,1,1,1,0
65071,644,126,588,44
65074,1,1,1,0
65079,6,6,6,3
65083,298,74,294,30
65084,8,4,8,3
65088,534,63,430,33
65098,19,10,19,5
65099,8,4,8,3
65100,4175,215,1957,47
65103,1,1,1,0
65104,28,20,28,9
65111,26,15,26,10
65115,2,2,2,1
65118,2,2,2,1
65122,389,68,389,37
65123,30,15,30,10
65127,18,8,18,6
65128,3,3,3,2
65130,4,4,4,3
65133,3,3,3,2
65135,1016,142,900,62
65137,3801,256,1452,58
65138,3,3,3,2
65139,573,112,573,41
65140,1090,124,812,48
65144,26,10,26,8
65145,15,9,15,7
65146,38,16,34,9
65148,6,6,6,3
65151,230,58,202,32
65154,89,21,89,14
65155,1,1,1,0
65156,2,2,2,1
65158,3,2,3,1
65160,90,33,90,13
65165,79,31,78,15
65168,1,1,1,0
65170,792,134,792,57
65171,1,1,1,0
65174,4306,257,2506,72
65177,1,1,1,0
65179,2,2,2,1
65180,14,7,14,4
65181,31,13,31,8
65183,191,50,152,17
65188,94,21,68,8
65191,42,18,42,11
65192,89,23,76,14
65194,7,4,7,3
65196,53,18,53,15
65198,12,5,12,3
65201,10,7,10,4
65205,8,5,8,4
65208,38,16,38,11
65209,216,44,216,24
65211,4,3,4,2
65216,5607,546,2691,57
65217,9,7,9,4
65219,47,14,45,8
65221,980,148,967,59
65224,14,9,14,6
65225,10,7,10,4
65229,6,5,6,3
65230,4,3,4,2
65231,3,2,3,1
65233,83,29,83,14
65234,2436,152,1780,67
65235,9,7,9,4
65237,26,12,26,10
65242,284,65,279,22
65244,604,62,437,27
65246,1,1,1,0
65247,529,80,522,46
65249,14,5,14,4
65250,248,56,228,27
65252,18,10,18,7
65255,52,23,52,15
65256,67,21,67,13
65258,74,23,74,18
65261,372,68,356,33
65265,3776,279,1788,68
65266,182,44,154,14
65269,1997,148,1777,76
65273,117,41,117,21
65275,8,6,8,4
65278,1,1,1,0
65281,2,2,2,1
65282,262,51,167,16
65284,119,36,108,13
65285,24,11,24,10
65288,4,3,4,2
65289,681,50,475,37
65291,52,15,52,13
65292,1171,127,1062,53
65297,84,26,64,16
65298,206,37,184,17
65299,1,1,1,0
65305,2183,212,2156,81
65306,1,1,1,0
65307,1,1,1,0
65309,2831,206,2076,84
65311,16,11,16,8
65313,19,9,19,8
65314,14,6,14,5
65315,12,7,12,4
65316,16,10,16,5
65320,89,25,80,16
65322,1668,147,1208,37
65323,10,5,10,4
65326,315,55,211,19
65327,289,93,289,43
65328,26,13,26,8
65331,160,33,155,20
65332,101,37,101,25
65335,53,16,53,10
65337,26,10,24,7
65342,16,11,16,6
65344,462,88,418,33
65346,15,8,15,5
65347,1956,261,1517,50
65348,50,26,50,12
65350,2,2,2,1
65352,93,44,89,12
65353,961,80,538,40
65354,8,5,8,4
65356,1928,169,1564,62
65358,7,6,7,3
65362,2527,202,1265,53
65363,2,2,2,1
65369,583,115,500,37
65370,92,28,82,14
65372,5,5,5,4
65374,14,9,13,5
65376,4,4,4,3
65379,18,10,16,4
65380,426,77,355,40
65383,4,3,4,2
65389,12,10,12,9
65392,131,33,131,22
65394,407,84,311,25
65399,1150,163,1024,52
65400,14,11,14,6
65401,5,4,5,3
65409,2,2,2,1
65410,88,26,80,19
65412,588,87,501,23
65414,6,4,6,2
65415,1,1,1,0
65419,871,134,871,61
65420,381,54,233,21
65421,833,77,503,35
65422,175,40,143,15
65423,6,4,6,3
65426,1560,92,788,31
65427,10,5,10,3
65428,196,40,196,18
65429,1,1,1,0
65430,323,69,323,40
65432,4,3,4,2
65435,1,1,1,0
65438,1,1,1,0
65442,108,25,108,13
65443,322,47,248,23
65445,1,1,1,0
65451,25,11,25,10
65453,2355,221,1703,54
65456,1,1,1,0
65458,5,3,5,2
65463,13,6,13,4
65464,1918,239,1918,94
65466,1,1,1,0
65468,2,2,2,1
65469,80,21,74,11
65470,17,9,17,7
65473,23,8,23,7
65476,1,1,1,0
65478,539,91,539,39
65480,20,10,20,7
65483,44,15,44,8
65485,1,1,1,0
65491,1,1,1,0
65493,355,62,302,27
65496,202,21,146,16
65498,227,49,179,23
65500,13,5,13,4
65501,1976,193,1881,74
65507,5,4,5,3
65513,2,2,2,1
65515,5,4,5,3
65516,3,3,3,2
65519,31,17,31,12
65525,9,6,9,5
65526,2,2,2,1
65530,18,7,18,4
65531,2,2,2,1
65532,6,3,6,2
65539,2,2,2,1
65540,186,36,153,18
65541,1,1,1,0
65542,2,2,2,1
65544,87,22,72,12
65547,11,7,11,5
65551,3,2,3,1
65552,24,9,20,5
65556,37,9,37,6
65557,581,89,499,27
65559,2304,222,1673,70
65562,120,33,120,19
65566,11,7,11,4
65570,2560,187,1486,41
65571,130,39,130,18
65575,6,4,6,2
65576,6,6,6,3
65578,13,7,13,4
65579,68,16,62,12
65580,1,1,1,0
65581,1054,109,754,41
65584,34,13,34,8
65585,42,12,35,5
65587,12,7,12,4
65588,1,1,1,0
65590,5,5,5,2
65593,18,12,18,7
65594,39,14,39,10
65597,1,1,1,0
65598,3065,186,2246,86
65600,1,1,1,0
65602,38,11,38,7
65607,1,1,1,0
65609,1830,191,1210,61
65610,9,6,9,4
65611,4,4,4,3
65612,2,2,2,1
65614,13,5,12,4
65615,194,45,159,15
65617,29,16,29,10
65619,398,77,398,38
65620,410,74,395,34
65622,3,2,3,1
65624,65,16,50,9
65625,212,40,200,23
65626,4,4,4,2
65627,81,22,81,20
65633,1181,186,1181,56
65636,1,1,1,0
65637,1364,164,1234,46
65640,80,27,80,22
65647,177,33,177,19
65648,113,28,110,16
65650,1092,79,604,35
65652,69,25,69,10
65654,27,11,26,8
65655,1969,131,856,38
65657,6,4,6,3
65659,5,3,5,2
65660,1,1,1,0
65662,9,5,9,4
65663,8,6,8,3
65665,11,6,11,4
65666,170,40,131,25
65667,47,18,47,13
65668,191,34,188,15
65672,4,3,4,2
65679,22,11,22,8
65680,102,30,102,15
65681,4489,203,2652,72
65687,1,1,1,0
65691,188,39,184,22
65695,107,19,85,11
65697,1,1,1,0
65701,16,8,16,5
65703,71,23,71,15
65710,8275,267,2833,62
65714,4,4,4,2
65720,80,19,56,9
65722,26,10,26,9
65724,26,11,26,6
65726,1,1,1,0
65732,943,93,647,45
65733,27,12,27,7
65736,451,66,451,35
65737,4,4,4,3
65738,42,13,42,12
65744,49,13,37,6
65745,41,20,41,10
65746,6,4,6,2
65747,22,11,22,9
65752,818,108,818,51
65755,8,5,8,4
65756,333,71,255,22
65761,1739,160,1581,69
65765,63,20,63,15
65770,874,123,874,43
65771,1,1,1,0
65772,814,118,814,55
65773,112,23,88,16
65774,12,9,12,4
65778,109,29,109,20
65781,69,28,69,11
65782,3,2,3,1
65788,68,20,58,11
65789,4,3,4,2
65790,277,42,265,32
65794,394,75,394,35
65796,110,27,98,16
65797,37,13,37,10
65798,9,7,9,4
65800,3,3,3,2
65802,163,30,110,10
65803,61,20,55,9
65805,2,2,2,1
65810,2,2,2,1
65811,1,1,1,0
65812,353,49,353,29
65814,16,10,16,8
65816,1021,126,1021,40
65817,78,28,78,19
65819,1,1,1,0
65822,4040,324,1690,48
65823,10,7,10,3
65825,6,3,6,2
65833,17,9,17,6
65834,2815,345,2012,87
65837,38,14,38,9
65840,309,62,245,22
65843,63,16,63,12
65845,2,2,2,1
65846,1,1,1,0
65848,1,1,1,0
65853,122,30,108,15
65855,3,2,3,1
65857,1480,193,1332,64
65858,3,3,3,2
65861,21,11,21,6
65862,27,11,24,7
65864,527,55,391,30
65867,1,1,1,0
65869,2492,212,2292,88
65870,2,2,2,1
65871,129,27,88,10
65876,63,19,63,12
65877,12,8,12,5
65880,4,3,4,2
65882,2323,220,2166,82
65883,460,74,458,37
65886,2,2,2,1
65888,57,16,57,14
65891,8,6,8,3
65894,62,16,52,9
65896,81,25,81,14
65897,5,4,5,3
65899,46,19,43,10
65901,1955,196,1594,69
65903,432,64,432,36
65904,21,8,21,7
65905,7,4,7,3
65907,373,65,373,30
65908,1016,96,877,44
65909,17,8,17,6
65913,181,48,181,24
65915,11,5,11,4
65919,11,7,11,5
65920,112,23,112,13
65923,9,5,9,4
65926,181,31,158,14
65929,142,45,141,22
65931,3,3,3,2
65934,22,10,22,6
65935,423,89,422,41
65938,119,32,119,20
65939,16,7,16,6
65941,1,1,1,0
65944,258,65,258,25
65945,87,22,79,11
65948,2,2,2,1
65951,2,2,2,1
65952,41,20,41,15
65953,1058,108,1058,70
65955,4,3,4,2
65956,119,43,102,9
65958,2,2,2,1
65960,924,167,901,49
65961,55,17,55,13
65962,409,70,401,37
65963,789,84,526,35
65967,1,1,1,0
65969,3256,178,1727,54
65970,8,5,8,3
65972,11,6,11,5
65973,26,11,26,5
65976,47,17,47,11
65979,2,2,2,1
65980,1,1,1,0
65981,14,6,12,3
65986,460,116,442,40
65991,6,3,6,2
65993,823,98,520,42
65994,56,21,54,10
65995,57,19,45,9
65996,3,3,3,2
65999,1,1,1,0
66000,60,15,42,8
66004,2,2,2,1
66005,6074,247,2784,75
66010,6,4,6,3
66012,19,10,19,6
66014,41,16,41,10
66019,34,10,30,6
66021,4,3,4,2
66024,1,1,1,0
66026,23,9,22,7
66027,7,4,7,3
66028,9,6,9,5
66030,2039,192,1205,57
66040,1,1,1,0
66041,226,39,165,15
66042,14,9,13,3
66043,3047,213,2191,78
66044,22,8,20,5
66046,544,88,434,43
66050,2,2,2,1
66051,111,23,102,18
66052,15,8,15,5
66055,1,1,1,0
66057,1681,150,1081,61
66059,31,13,31,8
66061,1853,129,1191,40
66063,106,22,88,12
66065,1,1,1,0
66071,154,33,135,18
66074,4577,261,2687,73
66081,4,4,4,3
66083,102,33,100,14
66085,4,3,4,2
66086,7,5,7,4
66088,17,6,15,4
66091,5597,295,2669,70
66092,1,1,1,0
66093,250,70,250,35
66094,31,15,31,11
66097,40,16,40,9
66100,13,7,13,4
66101,20,10,20,8
66102,3,3,3,2
66108,6,5,6,3
66110,599,115,576,55
66116,150,38,108,14
66119,1,1,1,0
66120,445,72,445,35
66124,11,5,11,4
66125,4,3,4,2
66131,1,1,1,0
66132,1,1,1,0
66133,61,18,59,15
66135,24,12,24,8
66139,762,127,646,50
66141,1502,109,841,40
66142,1,1,1,0
66143,398,79,398,46
66145,7,5,7,3
66148,183,30,158,15
66154,17,8,17,7
66155,1,1,1,0
66160,174,40,159,27
66163,498,51,374,36
66166,2,2,2,1
66167,794,112,609,49
66171,265,53,254,26
66172,23,13,23,8
66175,28,12,28,11
66180,2355,168,1335,57
66187,1,1,1,0
66188,834,142,664,50
66191,563,65,460,35
66195,24,10,24,5
66198,69,27,69,14
66203,18,11,17,5
66204,59,20,57,13
66205,81,27,81,15
66207,1049,136,901,62
66208,2,2,2,1
66210,62,20,49,7
66211,708,108,547,36
66214,24,12,24,6
66216,47,15,47,9
66221,8,6,8,4
66223,255,39,193,29
66224,34,20,34,8
66225,253,39,220,20
66226,2551,182,1615,45
66227,5,4,5,2
66230,152,39,152,23
66233,35,10,35,6
66234,11,6,11,5
66235,36,20,36,11
66236,7,6,7,3
66237,1118,164,918,54
66239,111,33,111,18
66243,10,8,10,4
66244,835,110,428,21
66245,2,2,2,1
66248,3,2,3,1
66249,155,32,108,11
66250,58,21,56,14
66254,9,5,9,4
66256,1915,187,1875,65
66259,6,4,6,3
66261,748,72,464,30
66265,107,37,107,19
66272,2,2,2,1
66273,43,22,43,14
66275,413,73,350,31
66279,27,11,27,7
66281,8,6,8,4
66282,18,12,18,7
66283,25,10,25,7
66291,452,96,446,41
66292,30,15,30,6
66298,120,41,120,26
66299,1,1,1,0
66302,66,24,66,11
66303,63,21,50,12
66307,1,1,1,0
66308,153,30,136,17
66310,14,10,14,7
66313,1660,173,1555,72
66314,4005,221,2309,58
66315,17,7,15,4
66317,1,1,1,0
66319,53,24,53,15
66323,112,27,112,16
66325,4409,252,2033,65
66330,254,39,254,25
66331,11,5,10,3
66333,8,6,8,3
66336,112,29,112,19
66337,2,2,2,1
66338,999,95,428,25
66339,40,18,40,10
66340,103,36,103,18
66342,32,13,31,5
66346,73,29,73,11
66347,116,17,110,13
66350,405,93,405,45
66351,4,3,4,2
66353,545,97,285,16
66356,304,73,278,25
66359,93,24,93,15
66363,75,29,75,17
66364,287,60,287,36
66365,58,23,58,13
66366,1,1,1,0
66370,1,1,1,0
66371,10,8,10,5
66373,24,9,22,6
66377,5782,306,2656,71
66381,36,11,33,6
66382,2,2,2,1
66385,11,5,10,3
66386,23,14,23,7
66390,52,17,52,10
66392,1,1,1,0
66395,2,2,2,1
66397,5,3,5,2
66398,3,3,3,2
66404,25,13,25,6
66406,6,4,6,3
66407,1096,96,406,22
66409,859,111,801,45
66410,1,1,1,0
66415,1,1,1,0
66417,147,29,145,14
66419,785,76,518,39
66421,2,2,2,1
66422,470,104,470,64
66424,2,2,2,1
66426,1,1,1,0
66432,153,34,138,16
66433,2,2,2,1
66434,1,1,1,0
66435,2,2,2,1
66436,468,71,395,30
66441,1089,104,864,47
66445,1,1,1,0
66446,2018,223,2018,93
66447,26,14,24,9
66448,197,56,184,24
66449,6,4,6,3
66450,7,7,7,5
66452,12,6,12,5
66456,90,28,90,19
66457,38,15,38,9
66459,1,1,1,0
66460,320,76,319,33
66461,1,1,1,0
66468,7,6,7,5
66469,2365,116,989,42
66473,1,1,1,0
66475,13,11,13,5
66479,2,2,2,1
66480,49,15,49,9
66481,6,4,6,3
66486,4,3,4,2
66487,193,56,193,33
66489,71,20,68,13
66490,1977,133,1310,86
66493,3,2,3,1
66494,1,1,1,0
66497,1,1,1,0
66499,50,23,43,8
66500,120,37,120,20
66502,597,77,290,23
66504,20,8,20,6
66507,20,13,20,9
66510,231,45,231,24
66513,24,8,21,5
66518,6,5,6,3
66520,75,18,75,15
66521,1,1,1,0
66524,10,7,10,6
66526,63,16,51,11
66527,32,13,28,8
66533,5,5,5,2
66534,1,1,1,0
66536,62,17,60,10
66537,21,13,21,8
66539,6,4,6,2
66544,2205,159,1292,55
66545,645,95,645,58
66547,301,57,301,32
66549,177,39,177,17
66550,1141,122,949,37
66551,2,2,2,1
66553,98,34,98,15
66554,40,16,40,8
66555,2388,154,1560,52
66562,11,8,11,3
66563,128,26,118,17
66564,308,63,214,20
66566,8,8,8,5
66567,1,1,1,0
66568,60,14,50,8
66574,3,3,3,2
66575,566,65,566,33
66578,2781,212,2282,88
66580,234,45,213,19
66581,1,1,1,0
66589,159,30,130,13
66590,47,15,35,5
66593,1,1,1,0
66598,6814,269,2600,53
66602,10,7,10,6
66603,466,73,466,42
66604,309,29,200,15
66606,22,10,22,6
66607,104,26,104,14
66608,5,4,5,3
66610,1,1,1,0
66613,1,1,1,0
66615,591,109,589,43
66619,1,1,1,0
66621,43,23,43,14
66624,18,12,18,7
66625,794,127,559,31
66626,1,1,1,0
66628,33,18,33,10
66630,2,2,2,1
66631,4,4,4,2
66633,855,118,855,53
66635,57,17,57,10
66638,1,1,1,0
66639,1335,131,1160,49
66641,1,1,1,0
66646,127,43,127,16
66647,207,58,165,24
66655,3,3,3,2
66658,91,25,91,15
66665,233,41,233,26
66668,5,3,5,2
66669,93,21,93,11
66670,1,1,1,0
66671,2708,274,1762,67
66674,9,7,9,4
66675,300,73,298,24
66676,20,8,17,5
66677,2,2,2,1
66678,12,6,12,4
66682,3,3,3,2
66684,47,20,47,12
66687,54,16,54,10
66689,46,26,45,10
66691,26,10,23,5
66692,224,49,200,18
66693,350,55,305,20
66694,4,4,4,3
66695,2,2,2,1
66698,29,12,29,8
66701,90,27,57,8
66706,2,2,2,1
66710,1,1,1,0
66711,16,10,16,5
66712,188,55,155,14
66715,1184,118,1148,54
66716,3,2,3,1
66718,12,8,12,5
66720,59,19,44,10
66722,30,16,30,9
66734,618,91,618,42
66739,283,48,283,24
66741,2,2,2,1
66742,2,2,2,1
66745,1,1,1,0
66748,1740,175,1245,36
66750,6,5,6,2
66754,138,25,138,19
66758,2136,233,1569,68
66759,291,47,222,20
66762,9,4,9,3
66765,64,21,60,16
66767,2300,224,2118,74
66769,2806,196,1699,55
66770,593,61,475,45
66773,40,21,40,9
66774,2,2,2,1
66775,5,4,5,2
66776,424,126,424,47
66781,4,3,4,2
66784,56,10,42,7
66786,8,4,8,3
66787,1,1,1,0
66788,13,6,13,5
66790,83,23,83,13
66791,15,5,15,4
66792,50,16,50,13
66793,3492,260,1965,73
66794,248,50,248,23
66796,7,3,7,2
66797,74,24,71,15
66803,5,5,5,4
66805,7,4,7,3
66810,36,11,36,9
66812,7,4,7,3
66813,212,61,212,25
66816,1920,145,1219,51
66817,22,8,22,6
66819,569,113,544,35
66823,5,4,5,3
66825,24,12,24,7
66828,2,2,2,1
66833,9,8,9,6
66834,7,7,7,3
66842,4,3,4,2
66849,5,3,5,2
66851,19,7,16,4
66852,17,12,17,5
66853,23,7,23,6
66855,326,68,326,29
66856,1975,143,903,37
66858,8,5,8,4
66860,2,2,2,1
66861,1,1,1,0
66863,2640,209,1621,62
66865,24,12,24,9
66872,2,2,2,1
66873,1147,99,796,38
66875,111,25,95,15
66877,1125,91,822,45
66878,12,9,12,6
66879,1,1,1,0
66880,2,2,2,1
66881,24,10,24,6
66884,11,6,10,3
66885,1,1,1,0
66888,98,22,67,10
66889,992,117,788,49
66892,1,1,1,0
66893,1,1,1,0
66895,3180,196,1898,58
66898,21,13,21,6
66899,96,22,74,11
66900,212,41,206,25
66901,1045,158,1045,65
66907,68,15,57,10
66911,2,2,2,1
66912,180,41,180,31
66915,261,45,255,26
66917,207,50,191,28
66922,67,27,67,14
66923,5,4,5,3
66925,5,5,5,4
66927,842,130,842,60
66932,1,1,1,0
66934,1,1,1,0
66937,1706,170,1454,57
66940,8,4,8,3
66941,325,80,320,35
66945,3975,274,2351,59
66946,1,1,1,0
66948,28,9,28,6
66949,208,55,170,18
66953,2,2,2,1
66957,808,148,804,50
66958,82,19,66,14
66959,506,63,237,17
66960,9,5,9,4
66961,2104,198,1513,77
66962,11,7,10,4
66963,8,5,8,4
66965,8,4,8,3
66966,945,131,929,59
66967,366,70,366,40
66970,6,4,6,3
66971,205,43,201,20
66972,198,36,165,21
66975,30,12,30,8
66977,120,34,97,16
66978,25,12,25,8
66979,260,44,175,17
66981,1,1,1,0
66983,1,1,1,0
66985,73,17,72,12
66987,374,57,354,31
66990,4,4,4,2
66991,919,134,710,57
66996,12,7,12,4
66997,1146,111,1110,62
66998,1481,125,1136,46
67000,1,1,1,0
67001,1986,127,1151,54
67005,2170,211,1310,61
67012,59,24,59,16
67014,63,23,63,17
67015,173,21,136,14
67018,221,39,159,16
67019,1,1,1,0
67022,6,5,6,4
67023,25,10,24,6
67024,27,13,27,9
67028,15,10,15,5
67029,8,5,8,3
67030,21,11,21,8
67034,1661,135,1299,59
67035,6,3,6,2
67039,51,16,51,10
67040,667,130,667,48
67048,3,3,3,2
67051,1,1,1,0
67053,46,14,44,8
67054,1570,226,1487,74
67055,53,13,51,8
67056,15,9,15,4
67065,5,5,5,2
67066,61,20,61,9
67069,1063,93,704,34
67070,1,1,1,0
67073,1808,146,1374,65
67074,1319,235,1316,60
67075,116,24,89,13
67080,182,32,133,22
67081,56,21,56,14
67082,5,3,5,2
67087,4,4,4,2
67088,3,3,3,2
67089,1,1,1,0
67090,8,4,8,3
67091,1798,185,1303,36
67092,913,122,591,30
67096,7,4,7,3
67099,1,1,1,0
67101,6,3,6,2
67103,818,85,556,38
67108,91,21,91,17
67113,2,2,2,1
67124,173,38,158,23
67127,6,3,6,2
67128,1,1,1,0
67129,6,6,6,5
67131,1,1,1,0
67132,6,5,6,3
67135,4,2,4,1
67139,1555,126,956,58
67140,1669,152,933,46
67141,1291,101,915,36
67145,49,17,43,8
67147,17,8,17,7
67148,1,1,1,0
67149,149,54,149,28
67152,303,43,261,24
67156,3608,224,2054,70
67157,78,20,59,10
67158,590,95,590,34
67160,72,25,60,12
67162,439,96,429,48
67165,9,5,9,4
67167,206,68,142,20
67171,1479,132,780,39
67172,2028,144,1214,45
67175,18,13,18,6
67176,2,2,2,1
67177,2,2,2,1
67178,8,6,8,5
67180,41,13,41,12
67181,106,35,106,20
67182,4,4,4,2
67184,729,101,729,55
67185,10,8,10,4
67191,90,24,88,18
67194,326,48,323,28
67196,1267,143,1040,55
67197,2,2,2,1
67198,1,1,1,0
67201,181,39,160,20
67205,9,5,9,4
67208,3,2,3,1
67209,3,3,3,2
67217,1526,249,1526,88
67218,7,4,7,3
67220,7,4,7,3
67223,9,5,9,4
67227,2,2,2,1
67229,2667,165,1131,50
67231,228,41,165,16
67237,386,98,298,21
67239,11,6,11,4
67242,212,32,187,18
67243,2459,168,1429,45
67245,2,2,2,1
67247,19,11,19,8
67248,188,61,188,24
67249,55,13,43,8
67251,14,9,14,7
67252,23,8,20,4
67253,1,1,1,0
67254,59,18,59,10
67258,108,47,102,16
67260,70,19,70,13
67261,3,3,3,2
67264,44,20,44,15
67265,5,5,5,2
67269,256,53,223,18
67272,10,6,10,4
67283,3,3,3,2
67285,4,3,4,2
67287,2274,170,1766,59
67288,2,2,2,1
67289,373,92,284,25
67290,1,1,1,0
67295,1346,185,1337,70
67296,7,3,7,2
67306,2,2,2,1
67307,4516,394,2744,78
67310,1917,171,980,47
67319,1,1,1,0
67321,7,4,7,3
67322,4,4,4,3
67325,16,7,16,6
67326,2,2,2,1
67327,6,4,6,3
67328,110,47,110,22
67329,102,29,73,10
67330,1,1,1,0
67332,6,5,6,3
67334,136,30,136,17
67336,120,28,120,15
67339,66,22,66,11
67341,188,32,187,18
67342,128,32,128,18
67345,6,5,6,3
67348,1,1,1,0
67352,533,65,533,46
67353,34,15,34,13
67357,43,10,41,9
67358,1970,148,1369,55
67360,1,1,1,0
67362,245,61,244,27
67363,39,10,28,5
67365,1943,154,1647,64
67370,1,1,1,0
67375,1,1,1,0
67376,1677,204,1644,84
67377,1261,102,779,35
67378,1,1,1,0
67380,449,77,403,41
67382,193,43,175,18
67386,7,5,7,2
67388,10,6,10,5
67389,2,2,2,1
67390,102,28,102,17
67391,137,24,98,14
67395,44,16,44,9
67396,134,36,101,15
67398,786,149,743,68
67400,25,16,25,11
67401,861,160,861,51
67404,72,27,69,12
67405,2245,180,1350,77
67407,4,4,4,3
67411,40,14,40,9
67413,3,3,3,2
67414,347,76,347,42
67416,2,2,2,1
67417,3,3,3,2
67420,2,2,2,1
67421,49,19,49,12
67424,1,1,1,0
67430,42,19,42,11
67432,1462,110,905,44
67434,2,2,2,1
67437,12,8,11,5
67438,417,75,417,37
67440,3,3,3,2
67441,8,6,8,5
67442,5,4,5,3
67446,31,14,31,9
67447,434,79,434,34
67449,5,3,5,2
67452,56,20,56,11
67453,1088,108,1024,37
67454,2,2,2,1
67455,1649,135,885,37
67457,17,7,17,5
67458,1,1,1,0
67462,7,6,7,5
67463,256,57,172,15
67464,378,41,276,26
67467,1158,207,1158,80
67468,301,75,271,27
67473,23,11,23,8
67474,660,87,576,47
67475,3,2,3,1
67477,5,5,5,3
67478,1,1,1,0
67479,17,6,17,5
67480,2,2,2,1
67482,114,20,89,12
67484,8,4,8,3
67492,1,1,1,0
67493,69,20,69,17
67495,87,24,86,13
67496,4,3,4,2
67497,5,4,5,3
67501,139,35,125,21
67502,4666,312,2652,78
67504,15,6,15,5
67507,96,23,96,16
67508,23,7,21,5
67511,20,13,20,8
67515,16,8,16,6
67518,358,63,358,39
67521,26,18,26,7
67525,1,1,1,0
67527,21,9,21,6
67529,34,22,34,11
67538,3,3,3,2
67541,1,1,1,0
67544,405,54,346,26
67545,38,19,38,8
67546,2211,208,1627,60
67547,31,12,31,9
67552,695,120,663,70
67554,17,8,17,7
67556,22,9,22,7
67561,144,44,141,22
67562,2,2,2,1
67563,3,2,3,1
67564,2,2,2,1
67565,4,2,4,1
67566,22,13,21,6
67569,1,1,1,0
67571,410,51,410,38
67573,1,1,1,0
67574,3,3,3,2
67576,6,4,6,3
67577,3133,247,2110,62
67578,4140,317,2865,84
67583,134,34,134,14
67586,24,15,24,7
67589,1980,221,1794,88
67594,106,30,106,19
67595,7,7,7,4
67596,2,2,2,1
67598,112,42,105,16
67599,11,6,11,5
67600,18,9,17,6
67601,677,114,612,31
67602,134,20,106,14
67604,1518,157,1516,48
67607,584,87,584,46
67610,28,12,28,7
67615,50,16,41,9
67616,2394,244,1670,56
67617,5,4,5,3
67618,45,16,44,13
67620,2,2,2,1
67623,33,14,32,8
67624,7,5,7,3
67626,295,60,262,26
67627,210,36,128,17
67636,1,1,1,0
67637,16,8,16,7
67638,560,79,554,41
67640,17,8,17,6
67642,3,2,3,1
67643,40,22,40,12
67647,3,2,3,1
67650,82,24,57,10
67651,64,26,64,15
67653,1020,179,717,36
67654,100,28,100,18
67659,1,1,1,0
67662,9,7,9,4
67664,1,1,1,0
67665,642,113,480,28
67667,216,37,142,12
67668,2,2,2,1
67669,29,12,28,7
67672,21,12,21,11
67673,4,2,4,1
67675,66,30,66,16
67677,676,107,466,35
67679,16,8,16,5
67680,63,16,63,10
67682,101,32,100,20
67688,6835,438,3036,67
67689,236,41,188,23
67694,34,22,34,12
67695,108,28,108,21
67699,47,23,47,10
67700,182,28,160,15
67701,618,132,438,27
67708,1768,135,1504,60
67711,2058,277,1855,77
67716,1,1,1,0
67718,26,12,26,7
67720,1,1,1,0
67725,194,54,194,30
67727,1024,131,1024,63
67730,461,67,461,36
67732,1,1,1,0
67733,329,50,275,23
67734,477,61,323,26
67736,2,2,2,1
67739,2,2,2,1
67740,4,3,4,2
67742,6,3,6,2
67743,1,1,1,0
67744,2,2,2,1
67745,2,2,2,1
67748,1690,214,1688,83
67749,12,6,12,3
67752,911,183,911,54
